	mock_1	mock_2	mock_3	SUPP1331_1	SUPP1331_2	SUPP1331_3	DC3000_1	DC3000_2	DC3000_3	delta_1	delta_2	delta_3
AT1G09853	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09857	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79130	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79150	409	214	393	293	187	510	222	287	411	588	216	375
AT1G79160	369	171	323	195	209	273	397	195	199	234	175	298
AT1G79170	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79180	0	0	0	0	2	0	0	3	0	1	0	0
AT1G79190	70	31	62	95	24	55	50	23	61	52	23	64
AT1G79200	184	255	193	50	235	273	79	319	171	328	143	131
AT1G79210	458	337	503	429	515	537	554	465	564	500	462	484
AT1G79220	3	10	3	5	12	8	12	39	9	16	31	10
AT1G79230	361	271	282	246	276	241	270	350	358	436	174	233
AT1G79240	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79250	0	0	0	0	0	0	0	0	0	0	3	0
AT1G79260	80	30	37	20	55	10	44	29	52	44	13	30
AT1G79270	599	187	267	929	892	759	2503	2358	2839	1002	784	1701
AT1G79280	2871	788	2025	2147	689	3029	1554	1339	1889	2038	783	1644
AT1G79290	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79300	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79310	0	0	0	0	0	14	18	11	0	3	0	0
AT1G79320	0	0	0	0	0	0	1	0	0	0	0	0
AT1G79330	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79340	3963	1352	3036	5861	2809	3382	3006	1658	2874	3849	2867	5537
AT1G79350	42	56	68	15	42	32	26	34	44	38	12	65
AT1G79360	1	5	0	0	0	1	12	0	7	5	0	4
AT1G79370	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79380	279	175	280	298	313	441	284	225	317	508	356	420
AT1G79390	131	120	78	46	140	135	45	105	90	137	87	114
AT1G79400	14	0	2	6	20	19	71	34	25	17	9	14
AT1G79410	118	65	70	16	101	47	124	99	275	77	16	84
AT1G79420	0	0	15	0	0	3	2	7	7	7	0	13
AT1G79430	485	207	292	305	259	380	350	447	436	314	162	342
AT1G79440	2397	914	1412	929	1008	1050	748	683	955	1498	831	1412
AT1G79450	16	11	42	155	93	180	125	92	184	94	66	167
AT1G79460	155	66	162	9	21	64	35	25	7	55	27	74
AT1G79470	55	54	49	61	83	44	20	93	68	108	54	108
AT1G79480	3	0	0	0	0	0	0	3	0	2	1	0
AT1G79485	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79490	59	28	72	19	44	33	17	20	31	36	15	23
AT1G79500	181	64	61	14	64	65	40	17	47	74	16	42
AT1G09863	23	8	6	33	16	1	3	0	38	11	1	24
AT1G79510	592	302	509	297	230	427	208	142	297	316	102	306
AT1G09867	34	6	5	0	0	1	2	2	0	12	0	5
AT1G79520	126	53	31	17	79	48	111	48	68	100	32	72
AT1G09873	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09877	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09883	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79529	14	17	8	0	4	2	0	0	0	5	0	4
AT1G79530	33	8	26	12	28	19	75	26	44	43	58	17
AT1G79540	62	26	5	79	57	72	62	21	69	19	26	28
AT1G09887	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79550	3704	1908	2508	3487	3192	3063	2896	2636	3199	3546	2042	3801
AT1G79560	296	168	307	103	52	159	72	64	70	169	35	71
AT1G09893	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79570	178	149	249	311	217	356	516	358	562	278	137	299
AT1G79580	11	6	1	0	0	1	0	1	0	0	0	0
AT1G79590	250	200	263	195	330	258	344	254	267	367	140	307
AT1G79600	735	222	484	105	277	192	367	324	336	432	131	238
AT1G79610	298	88	182	246	149	164	260	253	306	192	152	220
AT1G79620	19	16	9	1	12	5	23	4	5	17	15	6
AT1G79630	35	4	95	36	44	83	13	39	1	76	57	52
AT1G79640	67	11	24	6	10	23	15	11	9	22	8	3
AT1G79650	661	194	316	542	402	409	537	237	486	643	352	511
AT1G79660	97	42	46	12	18	1	40	38	4	56	26	24
AT1G09897	0	0	0	0	0	0	0	0	0	0	0	1
AT1G79670	76	18	24	27	25	43	16	22	28	44	36	16
AT1G09903	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79680	13	2	0	60	117	54	83	172	138	80	95	65
AT1G79690	190	65	119	84	145	123	295	301	281	150	110	92
AT1G79700	46	51	34	36	23	38	16	13	7	24	8	38
AT1G09907	11	0	0	0	0	0	1	0	0	0	0	0
AT1G79710	44	13	29	66	98	54	197	161	244	57	60	59
AT1G79720	62	41	33	8	2	33	3	6	14	42	3	4
AT1G09913	45	11	1	45	47	34	406	168	518	70	52	96
AT1G79730	215	115	174	91	91	107	86	116	101	88	106	149
AT1G79740	62	23	45	57	18	38	21	23	7	59	26	28
AT1G79750	1460	499	1220	1037	751	743	917	630	914	1094	724	1198
AT1G79760	39	3	15	0	15	0	0	0	0	7	0	13
AT1G79770	2	25	3	13	32	9	1	3	3	24	16	1
AT1G79780	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79790	1025	309	503	274	326	288	257	191	334	643	169	299
AT1G79800	3	0	0	1	0	9	0	0	3	3	0	0
AT1G79810	107	45	52	27	45	53	47	23	45	94	44	55
AT1G09917	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79820	16	55	16	23	14	26	6	16	23	8	6	32
AT1G09923	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79830	640	268	647	581	390	624	582	352	559	755	369	541
AT1G79840	12	0	0	1	5	34	0	2	6	3	5	7
AT1G79850	11133	4253	8402	3574	3401	4016	2510	1998	2601	5629	2556	5093
AT1G09927	1	4	0	0	0	0	0	0	0	0	0	0
AT1G79860	0	0	0	0	0	0	0	0	0	0	0	1
AT1G79870	1091	867	910	517	612	565	397	391	315	814	426	463
AT1G79880	502	164	369	407	297	459	307	299	330	596	218	524
AT1G79890	0	0	0	0	0	3	0	0	0	0	0	0
AT1G79900	1	1	3	0	3	3	0	5	0	0	7	9
AT1G79910	51	24	36	49	41	36	40	81	65	47	21	39
AT1G79915	3	0	0	0	4	0	0	2	2	0	0	0
AT1G79920	46	57	53	38	87	135	12	150	73	150	60	34
AT1G79930	907	363	819	1347	1077	866	839	710	1430	1312	585	1381
AT1G79940	3890	1996	3357	2695	3591	4416	2213	3322	4464	5578	2961	4243
AT1G79950	157	22	162	167	121	206	158	152	288	263	76	244
AT1G79960	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09937	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79970	1086	566	800	700	747	633	388	730	508	1536	700	1061
AT1G79980	0	10	16	0	0	1	0	0	0	0	0	0
AT1G79985	126	93	151	215	194	179	318	176	239	146	161	274
AT1G79990	531	195	442	393	236	433	303	187	404	375	228	365
AT1G09947	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80000	1158	308	894	1766	1148	691	836	598	1141	1249	1097	1751
AT1G80010	46	64	68	50	69	74	67	35	38	63	73	44
AT1G80030	1492	654	1377	611	502	819	621	471	576	816	477	737
AT1G80040	706	350	491	666	589	597	664	550	598	823	332	702
AT1G80050	129	32	85	13	25	50	14	13	30	94	24	44
AT1G80060	19	4	0	20	3	5	10	4	16	5	4	0
AT1G80070	692	234	615	337	179	365	415	201	407	320	190	381
AT1G80080	18	10	24	0	2	5	0	4	11	4	1	15
AT1G80090	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80100	0	0	1	0	0	0	0	0	0	0	0	0
AT1G80110	80	64	41	177	496	112	834	1047	780	315	251	252
AT1G80120	116	118	121	594	1455	481	2759	3303	2472	1681	1007	714
AT1G80130	461	940	367	273	1794	1008	767	1623	1262	1737	664	674
AT1G80133	0	0	0	0	0	0	9	0	6	0	0	10
AT1G09953	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09957	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80140	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80150	11	9	6	4	1	29	1	25	1	35	1	19
AT1G80160	8	9	0	1	5	1	101	166	55	8	5	10
AT1G80165	0	0	0	0	0	0	0	0	0	0	4	0
AT1G80170	24	26	16	0	4	0	5	11	2	8	0	8
AT1G80180	2102	1058	2147	786	672	1012	404	537	275	947	382	638
AT1G80190	23	12	35	33	15	45	18	18	16	26	7	16
AT1G80200	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80210	263	125	184	230	224	180	164	104	171	290	176	298
AT1G80220	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80230	553	294	411	364	506	424	443	463	360	629	354	547
AT1G80240	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80250	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80245	192	123	163	190	254	256	191	319	354	268	185	188
AT1G80260	192	123	141	133	73	183	79	29	49	90	69	124
AT1G80270	191	136	154	81	120	160	62	106	146	165	65	144
AT1G80280	23	8	23	11	30	10	61	48	14	56	31	38
AT1G80290	298	115	220	341	374	474	312	220	395	622	451	482
AT1G80300	1426	549	1016	2639	2907	1319	8103	7672	7624	2329	2323	2701
AT1G80325	4	7	0	6	4	1	0	6	1	5	0	14
AT1G80310	157	92	127	110	169	168	192	144	111	207	77	102
AT1G80315	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80320	0	2	0	1	4	12	0	5	0	1	0	1
AT1G80330	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80340	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80350	140	61	141	129	127	120	54	61	122	162	69	157
AT1G80360	269	170	318	222	375	286	358	291	302	420	223	306
AT1G80370	0	0	0	0	0	0	0	0	0	4	0	0
AT1G80380	659	613	893	280	377	385	227	221	301	485	350	469
AT1G80390	3	0	0	0	0	0	0	0	0	0	0	0
AT1G80400	109	70	108	16	55	49	34	74	38	107	40	38
AT1G80410	745	228	622	640	441	557	703	399	700	790	435	809
AT1G09963	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80420	317	195	350	286	302	341	228	289	393	321	329	400
AT1G80430	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09967	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09973	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80440	217	112	225	149	169	174	101	95	86	203	55	142
AT1G80450	148	52	40	518	424	332	350	270	678	437	358	523
AT1G80460	535	481	613	481	799	683	234	408	598	935	387	549
AT1G80470	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80480	2948	1181	1602	710	1274	1283	765	674	1006	2152	581	940
AT1G80490	1494	289	764	1814	886	999	964	691	1414	1397	651	1666
AT1G80500	898	415	757	946	701	619	354	581	542	862	457	758
AT1G80510	150	80	84	164	171	121	115	88	113	148	125	242
AT1G09977	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80520	37	27	8	6	16	28	1	17	3	27	24	16
AT1G80525	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80530	861	341	578	637	533	449	417	316	474	498	271	509
AT1G80540	2	0	0	0	0	0	0	0	0	0	0	0
AT1G80550	102	91	91	25	84	82	147	72	101	138	91	131
AT1G80555	0	0	0	0	5	0	1	3	2	0	0	3
AT1G80560	366	128	309	184	200	203	198	147	296	307	134	209
AT1G80570	8	5	13	20	4	11	38	0	21	13	0	4
AT1G80580	0	0	0	0	0	18	0	3	38	0	0	5
AT1G80590	4	7	2	1	17	2	28	43	32	0	1	16
AT1G09983	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80600	3252	1392	2496	1168	1618	1682	2000	1214	2100	2263	1199	1926
AT1G80610	82	43	43	462	531	167	382	589	535	385	534	400
AT1G80620	499	153	189	175	247	320	208	139	283	367	65	201
AT1G80625	0	0	0	0	0	0	0	0	1	0	0	0
AT1G80630	34	39	81	14	20	7	0	10	20	14	0	28
AT1G80640	289	113	186	86	58	75	44	28	27	65	27	87
AT1G80650	252	134	240	33	33	54	35	13	15	53	27	73
AT1G80660	0	0	0	0	0	1	0	0	0	0	0	6
AT1G80670	145	90	100	227	204	185	224	244	208	132	176	221
AT1G80680	157	64	114	83	80	75	110	62	66	50	55	71
AT1G80690	136	22	55	24	15	39	35	11	36	77	42	54
AT1G80700	33	35	3	0	35	42	17	22	13	33	27	17
AT1G80710	18	5	0	0	1	9	20	7	13	11	0	3
AT1G80720	32	33	62	23	24	26	18	74	9	36	33	49
AT1G80730	0	0	0	6	0	0	0	0	0	0	0	0
AT1G80740	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80745	7	4	0	0	5	0	1	0	0	3	0	0
AT1G80750	461	105	224	132	194	151	94	176	290	241	69	244
AT1G80760	15	5	6	3	3	13	6	5	11	13	9	7
AT1G80770	339	136	286	61	112	189	44	26	59	215	37	128
AT1G80780	917	448	883	558	417	563	387	281	430	611	271	442
AT1G80790	1189	711	992	363	537	1110	335	450	408	1401	665	655
AT1G80810	1347	442	1143	1101	583	1785	1021	964	1170	1502	628	1294
AT1G80820	16	9	1	68	54	4	168	84	150	22	13	21
AT1G80830	21	41	50	14	73	20	76	61	67	26	11	36
AT1G80840	50	43	21	904	1742	500	5141	4284	4500	1365	961	742
AT1G80850	287	185	206	24	65	80	47	21	59	186	51	56
AT1G09987	0	0	0	0	7	0	0	0	0	0	0	0
AT1G80860	85	70	46	93	116	61	58	98	86	88	67	81
AT1G80865	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80870	537	243	406	142	88	317	54	69	94	259	92	181
AT1G80880	18	16	11	12	3	10	0	0	0	0	0	3
AT1G80890	273	241	202	238	310	276	225	237	261	331	158	231
AT1G09993	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80900	29	15	51	53	33	32	8	25	28	51	26	46
AT1G80910	163	58	142	323	133	152	134	182	260	165	82	224
AT1G80920	814	497	1095	280	410	223	142	294	151	652	215	595
AT1G80930	4341	2000	3535	3890	2583	6560	2230	3556	3309	5660	2729	4458
AT1G80940	625	478	710	402	707	617	272	568	408	788	625	637
AT1G80950	140	89	101	102	109	115	121	107	136	227	66	149
AT1G80960	40	24	35	21	13	31	15	27	17	24	7	38
AT1G09997	0	0	0	0	0	0	0	0	0	3	0	0
AT1G80970	23	24	11	3	8	38	9	16	4	30	0	10
AT1G80980	9	3	2	3	11	24	0	0	0	9	1	8
AT1G80990	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00730	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01010	279	183	303	368	523	519	446	412	370	536	345	495
AT5G01015	155	111	105	0	10	46	4	11	5	50	4	3
AT5G01017	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01020	1192	382	969	710	716	603	653	290	524	579	213	661
AT5G01030	61	39	30	57	91	79	79	66	85	89	47	82
AT5G01040	11	0	0	0	3	8	0	1	4	6	1	0
AT5G01050	0	0	0	4	0	0	0	0	0	0	0	0
AT5G01060	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01070	0	2	0	0	12	0	7	0	0	0	0	0
AT5G01075	82	52	74	2	38	21	117	108	30	47	51	8
AT5G01080	0	2	0	0	0	0	0	0	1	0	0	1
AT5G01090	1738	684	1124	796	759	1028	573	584	607	2012	853	913
AT5G01100	87	51	28	774	353	396	344	289	502	504	320	634
AT5G00735	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00740	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01110	7	3	0	0	19	0	0	1	0	4	2	4
AT5G01120	0	13	14	4	0	11	0	0	0	0	0	2
AT5G01130	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01140	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01150	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01160	142	36	98	180	140	90	234	167	184	190	100	181
AT5G01170	51	9	11	0	10	38	43	30	33	47	25	15
AT5G01175	16	29	45	0	3	19	3	6	13	21	1	9
AT5G01180	18	33	41	5	10	2	14	4	17	21	0	17
AT5G01190	0	0	0	0	16	0	0	0	2	0	0	0
AT5G01200	8	27	27	4	32	14	82	85	31	73	54	32
AT5G01215	61	21	100	51	53	91	55	134	97	88	48	91
AT5G01210	566	296	399	559	643	519	6445	5313	3767	717	582	912
AT5G01220	1608	619	1115	668	621	641	461	284	507	1053	787	892
AT5G01225	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01230	94	43	64	40	24	39	30	82	31	56	56	45
AT5G00745	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01240	197	154	140	58	156	129	85	97	53	341	97	140
AT5G01250	0	0	0	0	21	0	1	0	0	1	0	5
AT5G01260	256	199	222	90	158	118	222	255	275	259	74	179
AT5G01270	430	207	364	605	407	573	382	285	539	590	633	711
AT5G01280	0	0	0	0	0	0	0	0	0	0	0	3
AT5G01290	85	38	55	35	52	126	40	53	62	155	34	75
AT5G01300	0	4	1	0	0	6	0	7	0	2	0	0
AT5G01305	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01310	81	26	52	25	34	70	13	5	19	45	54	91
AT5G01320	4	0	2	0	1	3	5	2	5	0	0	0
AT5G01330	0	0	0	0	0	0	0	7	0	0	0	0
AT5G00750	17	6	0	0	20	3	8	0	7	21	0	5
AT5G00755	5	19	7	0	21	0	8	17	5	8	0	9
AT5G01340	41	23	29	6	35	24	34	13	66	18	27	30
AT5G01350	1137	774	981	1040	1536	975	1369	1285	1510	1596	903	1238
AT5G00760	31	103	59	70	41	35	45	17	58	78	36	105
AT5G00765	61	64	50	42	132	74	82	127	104	142	29	53
AT5G01360	0	1	0	0	4	1	0	0	0	14	0	4
AT5G01365	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01370	22	17	24	0	5	10	0	22	4	12	0	6
AT5G01380	12	9	14	19	6	15	0	66	3	21	8	38
AT5G01390	83	52	160	58	80	94	86	48	82	129	102	94
AT5G01400	309	123	180	324	123	302	295	148	222	227	146	320
AT5G01410	4741	2934	4150	2091	3138	2987	3838	2736	3643	4425	1718	2640
AT5G01420	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01430	261	136	312	187	192	262	211	181	236	285	118	186
AT5G01440	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01445	10	2	10	0	8	0	14	1	17	2	0	0
AT5G01450	87	84	75	176	134	180	157	56	237	198	117	213
AT5G01460	503	426	489	447	656	608	342	295	622	828	502	860
AT5G01470	114	50	36	6	50	17	30	23	41	23	17	22
AT5G01480	5	1	6	7	0	0	1	0	0	15	0	4
AT5G00770	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00775	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01490	0	0	0	21	4	14	18	4	34	20	10	9
AT5G01500	325	79	177	432	238	150	426	278	346	314	189	226
AT5G01510	30	8	71	31	30	29	24	1	14	27	2	43
AT5G01520	178	240	153	65	104	165	43	248	51	108	67	66
AT5G01530	11320	7478	10731	2472	4868	4006	3580	3239	3204	7565	2619	4012
AT5G01540	94	50	36	240	139	231	25	26	60	234	105	177
AT5G01542	73	10	48	0	0	1	0	9	1	7	0	5
AT5G01550	8	2	1	158	76	89	9	11	37	90	86	151
AT5G01560	0	0	9	53	16	21	13	0	22	37	23	20
AT5G01570	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00780	0	0	4	0	0	1	0	0	0	2	0	0
AT5G01580	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01590	736	392	638	196	113	246	126	123	97	388	129	215
AT5G01595	0	0	0	0	1	0	0	0	1	0	0	0
AT5G01600	2777	1896	3253	1005	2363	1336	385	515	432	1269	384	469
AT5G01610	25	24	16	100	75	85	58	40	44	98	43	47
AT5G01620	62	54	70	77	57	59	18	12	28	24	34	33
AT5G01630	0	0	1	0	0	0	0	0	0	0	0	0
AT5G01640	11	14	9	12	49	46	35	23	44	25	45	28
AT5G01650	1565	1080	1377	689	1009	669	415	730	749	1080	555	798
AT5G01660	8	1	0	0	1	4	7	6	4	10	9	0
AT5G01670	72	39	70	46	27	70	29	48	46	80	17	38
AT5G01680	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01690	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01700	11	9	11	0	2	6	13	0	16	0	0	20
AT5G01710	443	249	455	250	265	252	171	174	209	198	108	213
AT5G01720	213	84	76	517	235	277	243	294	274	379	192	416
AT5G00785	0	2	0	8	2	1	0	2	7	4	0	3
AT5G01730	2	1	25	51	11	26	9	2	28	31	19	24
AT5G01732	0	0	2	1	4	9	1	0	12	4	5	2
AT5G01740	2	7	15	1	7	5	10	2	15	10	0	5
AT5G01747	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00790	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01750	2004	2042	2837	1344	1953	2436	942	1458	1632	2364	1411	2023
AT5G01760	0	0	0	0	4	0	3	0	0	0	2	1
AT5G01770	43	12	19	19	7	33	14	20	37	27	1	2
AT5G01780	82	26	44	14	37	41	32	38	21	76	38	23
AT5G01790	254	107	104	19	53	82	26	47	28	95	24	47
AT5G01800	97	77	112	78	122	115	128	169	135	111	118	91
AT5G01810	253	135	177	592	702	803	833	640	1198	926	505	764
AT5G01820	353	250	299	431	1012	804	902	1808	918	972	563	680
AT5G00795	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00800	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01830	10	9	23	87	63	79	133	52	97	87	75	94
AT5G01840	13	9	11	5	28	14	36	91	31	13	2	9
AT5G00805	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01850	25	16	55	329	263	251	794	482	640	372	208	255
AT5G01860	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01870	0	0	1	0	0	4	0	0	2	0	0	0
AT5G01880	79	63	93	26	58	57	42	66	56	80	41	79
AT5G01881	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01890	39	24	41	34	48	30	11	4	8	60	0	33
AT5G01895	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00810	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01900	8	25	10	86	141	78	363	330	261	93	143	108
AT5G01910	2	1	0	0	0	0	0	0	0	1	0	0
AT5G01920	516	330	663	166	201	308	226	176	231	596	215	358
AT5G01930	1	3	7	15	13	19	7	0	0	5	4	4
AT5G01940	1	0	7	0	4	6	2	0	1	2	0	0
AT5G01950	63	44	93	150	90	155	38	72	72	184	56	119
AT5G01960	158	81	97	50	83	97	95	87	170	201	73	129
AT5G01970	132	71	142	315	397	227	438	185	573	282	377	480
AT5G01980	114	66	57	728	555	341	530	432	683	368	563	723
AT5G01990	64	39	72	59	72	76	149	59	109	82	64	125
AT5G02000	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02010	92	29	86	5	10	14	0	12	21	23	22	12
AT5G02020	17	14	27	62	142	55	108	198	33	143	92	165
AT5G02025	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02030	838	263	444	558	408	477	342	311	326	603	350	592
AT5G02035	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02040	512	229	354	1076	783	565	616	553	864	929	763	1239
AT5G02050	819	285	436	483	463	387	344	333	453	614	325	511
AT5G02060	25	39	32	16	29	12	4	25	22	41	63	15
AT5G02065	7	0	0	0	2	6	0	0	0	0	5	4
AT5G02070	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02080	33	5	45	0	1	9	1	0	0	17	0	3
AT5G02090	0	10	1	0	5	0	0	4	0	10	2	1
AT5G02100	74	52	119	280	308	294	317	391	432	280	235	349
AT5G02110	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02120	1299	915	1314	348	644	493	365	322	293	1037	309	467
AT5G02130	7	28	41	50	50	51	58	23	24	73	39	29
AT5G02140	0	0	0	0	5	4	0	0	0	1	0	0
AT5G00815	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02150	59	3	20	16	17	15	16	17	13	33	19	7
AT5G00820	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02160	9838	4797	9284	1412	1476	3323	997	580	619	4013	1522	2500
AT5G02170	0	0	12	8	0	1	4	6	7	0	0	0
AT5G02180	384	133	223	104	135	178	98	81	125	293	102	276
AT5G02190	78	23	73	27	30	50	12	18	0	28	0	38
AT5G02200	0	0	10	0	0	0	0	0	6	0	0	7
AT5G02210	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00825	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02220	7	5	4	11	14	2	11	6	9	10	4	9
AT5G02230	293	346	294	47	137	83	247	225	104	218	129	144
AT5G02240	1271	993	1254	417	743	741	639	799	697	913	441	551
AT5G02250	112	52	91	20	40	85	55	48	10	86	36	65
AT5G02260	554	211	383	349	215	238	217	112	149	473	250	436
AT5G02270	205	117	159	234	471	324	319	336	338	476	279	276
AT5G02280	138	96	126	93	125	90	112	140	131	152	92	123
AT5G02290	747	278	548	1171	927	866	415	388	796	1036	446	846
AT5G02310	287	192	375	614	376	476	420	219	503	539	431	693
AT5G02320	21	13	11	24	22	17	11	20	40	21	6	43
AT5G02330	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02340	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02350	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00835	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02360	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02370	0	0	12	0	0	0	0	0	0	0	1	0
AT5G02380	33790	25720	37304	28482	35475	24209	31021	24746	27456	27195	18277	33318
AT5G02385	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02390	0	0	0	0	0	0	0	0	0	0	0	0
AT5G00840	0	0	0	0	1	0	0	0	0	0	0	0
AT5G02400	15	1	7	13	28	4	0	11	3	17	7	17
AT5G02410	243	102	201	190	132	104	115	42	134	119	164	191
AT5G02420	1	5	2	8	0	0	20	8	0	12	1	10
AT5G00845	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02430	5	3	14	9	13	61	17	1	19	11	1	35
AT5G02435	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02440	0	0	3	0	0	0	0	10	0	0	0	0
AT5G02450	3631	3091	3266	2355	4442	4113	2582	3757	3870	4516	1725	3806
AT5G00850	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02460	51	17	16	25	45	24	84	52	59	87	45	45
AT5G02470	27	68	50	24	58	63	83	35	22	51	24	62
AT5G00855	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02480	931	382	495	525	512	518	391	421	455	638	297	616
AT5G02490	722	257	509	6692	5629	3939	2340	2058	5435	5057	4835	6229
AT5G02500	20005	8857	15505	34518	22419	20902	26370	21797	29673	33793	19122	34125
AT5G02502	1088	889	1184	1099	1771	1236	1164	1447	1550	1327	914	1260
AT5G02505	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02510	5	0	0	0	0	0	0	0	0	0	0	0
AT5G02520	6	4	17	9	0	6	2	1	8	16	1	10
AT5G00860	0	0	0	0	0	0	0	0	0	1	0	0
AT5G02530	1112	548	734	608	950	647	618	835	711	1160	598	860
AT5G00865	0	0	0	0	0	0	0	0	0	0	0	0
AT5G02540	13	4	33	3	28	4	8	6	0	20	14	11
AT5G02550	0	7	9	20	0	1	1	0	0	0	6	15
AT5G02560	98	65	101	39	49	32	17	30	57	85	37	57
AT5G02570	38	9	4	13	12	6	5	0	0	10	7	0
AT5G02580	0	2	1	0	9	0	35	28	16	18	0	0
AT5G02590	28	34	66	39	74	44	85	55	86	76	61	55
AT5G00870	0	0	0	0	0	0	0	0	0	0	2	0
AT5G02600	275	184	278	138	162	172	313	223	188	229	100	238
AT5G02610	523	303	500	314	397	365	360	359	431	415	170	423
AT5G02615	0	0	0	0	0	2	0	0	0	0	0	0
AT5G02620	130	138	160	127	167	147	186	178	169	220	137	164
