	DC3000	delta	mock	SUPP1331
AT1G03530	5.78282874424905	5.49558887814441	5.03781888609309	5.38705627633082
AT1G03550	1.74896844271226	-0.08449033984552	1.75027667127383	0.572208066746532
AT1G03560	1.12481913646008	2.62919688835463	3.13889921147279	1.73064901492387
AT1G03590	2.76885220982592	2.49308983758007	2.73443899811652	2.67651706477841
AT1G03600	4.112591963957	5.40066706948602	6.94448140473139	5.10012393350521
AT1G03610	3.26640075026145	2.93801032967846	3.63249479025063	3.22505688034868
AT1G03620	-1.83581551281392	-0.975566193414544	-1.17552318947201	0.670465345114941
AT1G03630	5.84249870447783	6.84361513492866	8.67750967495875	6.75609432138754
AT1G03650	1.43795799275351	1.79624850295616	1.09635774818627	1.88667383184618
AT1G03660	2.24887262109713	2.76452182068943	-0.461186050336406	2.80084823142815
AT1G03680	6.33588620234512	6.74082553998986	8.05114830911012	6.60844168805993
AT1G03687	-0.0161091736699302	-0.704861090319647	0.423329555343125	0.34573965713726
AT1G03730	5.75001852968557	6.78814212746366	3.90852085552863	6.09704617805421
AT1G03740	4.64422089410927	4.22166155057032	3.57564421901122	4.07341851532828
AT1G03750	2.60219281752655	3.2657197256422	1.92848745547725	2.97535986357127
AT1G03760	3.53625864644024	2.16821325361545	2.22104345183258	2.18900050769778
AT1G03770	1.38622702034003	-0.637710464481562	-3.67605566225628	0.974872091359003
AT1G03820	-0.392951962249116	-0.990883564262547	1.73085884156348	-0.412928651484363
AT1G03830	2.06160835277108	2.21670564105136	2.42446591720818	1.14426892114578
AT1G03840	-0.198292202933744	0.590305149920027	-1.61155233567425	0.0566729171535964
AT1G03850	6.41470038923994	6.76837985230631	2.26764261845646	6.82479630006669
AT1G03860	5.57948645646577	4.70587198929739	5.08613932511927	4.92298773037912
AT1G03870	0.0365085760333348	-0.16443137779438	4.64952856140345	1.6384910401298
AT1G03900	5.23441194483884	5.6122778789985	5.08839697540241	5.36550820525471
AT1G03910	5.31418964619552	4.97673292639807	5.12803707524862	5.34130646159381
AT1G03930	1.97009128019463	1.6938616478428	2.54927085494563	1.51116186336949
AT1G03950	4.58369279197191	4.11564563646562	3.92973536866225	4.35697386187605
AT1G03960	0.751813053930562	0.610612478054606	1.21254185023857	0.0647755902459495
AT1G03970	3.67208722130553	4.83265964172398	5.02598862083838	4.66164657014206
AT1G03990	2.13434025397212	-3.10191016282045	-4.68039852195954	-3.78407089926366
AT1G04000	4.33534347769292	2.64998623615227	3.45220449506578	2.35584045245649
AT1G04010	2.3301477642095	1.72654881795675	2.03043142400879	1.48317060359624
AT1G04040	4.54508069583493	4.04581407302416	6.19979279676564	4.20927915979471
AT1G04050	-3.84845337264603	-1.71295896757882	0.936261524908726	-1.80857028827821
AT1G04070	1.85296137056704	1.17718000031946	1.48476512340985	0.77160791120593
AT1G04080	5.18873592534821	4.28086467725417	5.10602958361901	4.91191040820128
AT1G04100	0.187515098196905	-0.124365933220134	0.415720741531697	1.18250073369599
AT1G04120	5.42300114392255	5.06207967748995	4.6040890184552	4.87899989889773
AT1G04130	1.83622832074332	0.594788743339476	1.61069797682244	1.64433929811227
AT1G04140	7.19500853144476	7.20381228625559	6.43348541149987	6.94716325620578
AT1G04160	1.77187014634273	1.82652188555971	2.21981315065873	1.90296227373376
AT1G04170	7.57166982375405	7.29086826691656	7.40729213105554	7.43592821839418
AT1G04190	3.95172139794394	3.8512197704596	4.25130349637159	4.21630361751549
AT1G04200	3.28407283306131	3.88000318347917	2.99005091284067	3.52553802649309
AT1G04210	3.96397001520813	3.28433817899979	3.317898863249	3.7364155661644
AT1G04220	4.3390796910949	3.95799397752902	3.20722833959382	3.78021576549127
AT1G04247	-1.32405565870694	-0.143420737781475	-1.30910351707089	-1.37254168687179
AT1G04230	3.38293112752297	2.75192769812785	2.70577201752209	3.00505779189275
AT1G04240	2.6008867631821	2.93908161598906	4.15308275688265	3.28584983095515
AT1G04250	4.08814762483127	3.70369258441467	3.47728349947317	3.59065810189187
AT1G04260	5.76873317013501	5.96432365890684	4.75116959096649	5.95609503656516
AT1G04270	7.82011976086699	7.51563401807629	7.79828978939976	7.61860368204515
AT1G04280	3.30611005947608	3.51425521641913	3.09207492039392	3.92516268681759
AT1G04290	3.58878129178733	3.90109667244756	3.93637252953105	4.13683864902791
AT1G04295	-0.90894999551524	1.07652980071461	-0.393119900703805	-0.0781945568865908
AT1G04300	5.92835315022284	5.6754152556594	5.27232402251068	5.75740250623642
AT1G04310	2.36865973373068	2.82221638421265	1.11733772025827	2.88897095452748
AT1G04340	4.91841424472115	5.06676571106245	4.4449724585643	4.74898400203401
AT1G04350	4.17042869308619	4.2243784298953	5.42193535894772	4.47483333763684
AT1G04390	2.43689682108587	2.80774586052935	2.27756985090174	2.70709307424631
AT1G04400	4.5316715645408	4.87138759863433	5.64005925595582	4.74223354567214
AT1G04410	8.87010358726844	8.49499806708922	9.23348697922929	8.7974494136238
AT1G04420	4.34880737686318	4.49674390969617	5.45733410695657	4.53891896209614
AT1G04430	3.81795857730997	3.95594258526158	4.82842952935385	4.00057065712474
AT1G04440	3.24645626030755	2.9885703974858	3.85373693520096	3.29605103198692
AT1G04263	1.23920168047053	-0.0285017959066268	-0.108614225598354	0.230552660896753
