	DC3000 - mock	SUPP1331 - mock	delta - mock
AT1G12330	-1.32071782631067	-0.909835660980992	-1.16228875893999
AT1G12390	1.49147397784324	0.597743021362573	1.30224295215856
AT1G12420	1.81877936416803	1.96605134225432	2.04289571681515
AT1G12500	-2.58983366000751	-1.32390129762276	-1.53150094309675
AT1G12580	0.953397879482297	1.09932490915829	1.01799364028532
AT1G12620	-2.93605274707542	-2.18759887997484	-0.677367317260917
AT1G12640	1.42842063802474	1.27019317471362	1.28712192709008
AT1G12700	-2.77696387433245	-0.991102849875008	-0.972809556066798
AT1G12710	-1.4783892457241	-1.08033496777116	-0.218316988664943
AT1G12730	-2.69038040136789	-1.56843220788253	-2.18329905692633
AT1G12760	1.0639043321978	1.13945416665436	1.41988578328943
AT1G12770	-1.15693222145847	-0.884281610192182	-0.77231946669307
AT1G12780	-1.55307048452894	-1.0869966570623	-1.08052936658394
AT1G12800	-1.49878781827184	-1.15655659981343	-0.782981306641221
AT1G12845	-1.15885467964356	-1.30802533078309	-0.595684810333166
AT1G12860	-3.26165274358883	-1.6079888399949	-2.23325967924045
AT1G12880	0.573473644185639	1.02583555893526	1.0200371916105
AT1G12900	-2.62360025265708	-1.8670879769287	-1.62971456861272
AT1G12920	1.01546027562005	0.776854836250719	1.08571183432929
AT1G12940	1.52321689678205	2.36181186629929	2.41324832528315
AT1G12990	0.480025721877851	0.929209635804286	1.31593678993027
AT1G13090	-1.10555784765039	-0.641668709762542	-0.748634949286525
AT1G13100	-2.27261183972809	-0.180884834921323	-0.199854567084621
AT1G13180	1.87353583807749	1.9717670183611	1.45782074869868
AT1G13195	2.0253193699977	1.36490949356275	1.42051725313696
AT1G13210	1.812453708045	1.65416262745723	1.75307993542604
AT1G13250	-2.39940235698203	-0.923872934186599	-0.974850973756335
AT1G13260	0.564444997162801	1.18012902182612	1.40668607364764
AT1G13270	-1.02999475177546	-1.17146985719392	-1.08694871879247
AT1G13310	6.6941531119052	6.05418327327352	6.02332904076911
AT1G13340	4.66923056206827	3.74821957998327	3.57902532152046
AT1G13360	0.886506522449631	0.899761949128635	1.01957192885068
AT1G13380	-1.60081729846063	-1.04606666798914	-0.96964022202394
AT1G13390	1.51728639633356	0.561413380676147	0.503177325289538
AT1G13410	-5.66115815152018	-3.05792800453955	-2.34155402223615
AT1G13420	2.77602003208424	2.09461340699517	-0.601963191859407
AT1G13470	2.05504943238959	2.99851202153477	2.90341761469948
AT1G13480	1.80180481048408	3.00344216335032	3.9517917199677
AT1G13520	2.49984686222448	3.26583529867534	3.39277691736784
AT1G13530	3.66821632032889	3.47973602703619	3.85219197001537
AT1G13540	4.54199513050016	4.52385834974362	5.23489941917241
AT1G13550	4.71299546786305	5.19327928151901	5.39018972408745
AT1G13570	1.37747862107571	1.34727222313013	1.11494435322411
AT1G13640	-1.31762783288829	-0.421834354067925	-0.872678326523027
AT1G13650	-2.88927862701114	-1.84370717945135	-1.33956365674547
AT1G13700	-3.75484717653147	-3.00871743636858	-2.60951915902323
AT1G13730	-0.715521002837194	-0.548421096138669	-1.00825628781459
AT1G13790	-1.30791962829615	-2.05065858220101	-0.315512914774606
AT1G13820	-1.31700336763828	-0.861608947843062	-1.01779257754463
AT1G13830	3.44895951914199	3.66186060497668	1.61874654530002
AT1G13860	-2.22651197797261	-0.964107405166945	-0.909132111025357
AT1G13910	-1.33404884685023	-2.27651801185555	-2.03474392583355
AT1G13930	-1.08785650573374	-0.615875160756854	-0.438380882043004
AT1G13990	2.33330487811538	1.13950972993198	1.08516938401697
AT1G14000	1.27883677436401	0.840045958418171	0.788062236142316
AT1G14010	0.872103106579148	1.08190925525398	0.874464101998313
AT1G14030	-3.13576922551964	-2.77135552104735	-2.18466488167051
AT1G14130	2.37765302961682	0.251038048974044	0.765238059587994
AT1G14150	-2.96220031585396	-1.81185183463064	-1.80164545563378
AT1G14210	-1.71585231011749	-0.446462375296011	-1.1206100965461
AT1G14250	1.0374997967746	-0.519859426399219	-0.832555207049829
AT1G14260	1.40386266852823	2.44364486895083	1.34642353325368
