	DC3000	delta	mock	SUPP1331
AT1G02360	0.405393824187409	0.288553023430172	0.409242894047446	0.414115258639458
AT1G02370	0.616452222082919	0.867751197654273	0.572591652414108	1.06410294461957
AT1G02390	0.607646005804908	0.384431351932252	0.833773779071444	0.555429591081889
AT1G02400	0.289875041006459	0.269121058115739	0.374671781287322	0.342215554767039
AT1G02405	0.188379197782934	0.228490786265013	0.334277973005401	0.287459114479824
AT1G02410	0.276591815552088	0.292547746180345	0.335006844013834	0.439728941616136
AT1G02450	0.324315215163103	0.300955918235261	0.407329756248174	0.365712466994759
AT1G02460	0.172823615586974	0.159319973136912	0.181387927250219	0.195645824315627
AT1G02470	0.749045250018074	0.625659190877012	1.11294843843577	0.892799842835663
AT1G02475	0.161336392350514	0.152876014046765	0.141886473985426	0.181968914013911
AT1G02500	0.290062595692499	0.277232523175878	0.283912492657456	0.335355517891071
AT1G02560	0.185689823235927	0.182836095688475	0.162461774693349	0.214087390882265
AT1G02610	0.513485783804852	0.40499399192827	0.26582399034746	0.517571449875547
AT1G02660	0.23294226510577	0.217460305164436	0.262217154588568	0.259955024656013
AT1G02680	0.263516545367757	0.252668971463036	0.261950985061036	0.307118138646955
AT1G02690	0.40447678148342	0.340699891674248	0.392831847852324	0.526158312714871
AT1G02720	0.568435992944413	0.386883779640752	0.305616551751533	0.516164109504797
AT1G02730	1.23094219280018	0.566193535631971	0.384275067024961	0.74972293129635
AT1G02740	0.204526164887679	0.194448900055152	0.26460031736856	0.238224519223453
AT1G02750	0.251235386418234	0.235807090767861	0.295523242152514	0.294050438057237
AT1G02780	0.0771598327441084	0.0738717743376871	0.072109864924741	0.0890826196074355
AT1G02816	0.21998283780774	0.211203539602664	0.189940064299263	0.263160938053534
AT1G02820	0.166821930881008	0.186292429373382	0.190783731611559	0.214086770115944
AT1G02840	0.300643335840383	0.295568970315953	0.288303366690759	0.354640530926333
AT1G02850	0.302487167808729	0.353483487116256	0.428375034102565	0.496740366775168
AT1G02860	0.713071167866832	0.390997178633325	0.275962186534645	0.459747503714362
AT1G02870	0.19258177624343	0.207564802873017	0.183677572396813	0.239455190966341
AT1G02880	0.395645139595605	0.408357330209236	0.42625014573842	0.459834663594241
AT1G02890	0.13133292002591	0.131280412895267	0.119115510825298	0.155948517799661
AT1G02910	0.305305945740314	0.275444596999737	0.238156836791969	0.314454592458009
AT1G02920	0.239683211589659	0.218340165298288	0.245537742959582	0.266413853257236
AT1G02930	0.184913647403534	0.172907811727141	0.183521756723335	0.208876883491053
AT1G02950	0.135046158141308	0.127110114210056	0.129571956875779	0.156735066045316
AT1G02960	0.352326023222023	0.420374223732914	0.247683752253402	0.37834659020623
AT1G02990	0.21779427343832	0.22039039112211	0.243197559972861	0.293107634889834
