	mock_1	mock_2	mock_3	SUPP1331_1	SUPP1331_2	SUPP1331_3	DC3000_1	DC3000_2	DC3000_3	delta_1	delta_2	delta_3
AT1G23900	5.01234113299802	4.50721228242858	5.09849049884884	6.51788233482412	5.45746943610333	5.35452276446615	5.58714640799535	4.88481104837784	5.58617492382673	5.57181906943494	5.59091060077825	5.90723382118674
AT1G23935	1.600431671273	-4.21730157069137	0.0784205812478775	-0.735146909263634	-1.87344744201129	1.67103950057072	-0.298370536820598	-2.04355927464113	-4.60241392188062	0.437050513406242	0.351260190020864	-0.167442865107755
AT1G23950	4.79864571714673	5.18144212124682	5.25798654008248	6.00424425657667	5.29504560393789	5.24224010004739	5.86328007464279	5.41094566291624	5.5612357541352	4.84455433999968	5.65265697449237	5.94775688427769
AT1G23960	4.4077865933306	3.63444747072469	3.48253443149048	3.74928871550356	4.16782057636045	4.01471717884854	4.19536720385402	4.63169211140913	4.19524760397314	3.95362603914715	4.3155382677869	4.04356932837776
AT1G23970	1.90800447318329	2.32185724041666	2.75182104663662	0.518609682982149	1.249934973494	1.70710875527824	1.98920605327599	2.00955206181843	1.66437261881428	1.13502197595658	-0.471862047895057	1.63164444096625
AT1G23980	3.43006022234425	3.02110316863371	2.04061854853549	2.19376999267488	2.94124945538749	3.06074570989294	1.04043137663116	1.306937972443	0.889439174449054	3.11010434375225	2.51419876114707	2.65630649520052
AT1G24020	2.75600137973824	2.38261127149576	2.67165069795263	0.990678127297371	1.82699227612981	0.793523507095713	1.4470566360938	1.24922247458672	0.682988296981628	2.2213218223508	0.685679229091423	-1.11085933674139
AT1G24040	0.614645530492696	2.46919895649185	2.53332254140466	1.05626646892495	2.03344315359723	2.08150427005974	2.02355755806676	1.12636572680118	1.17894579164404	1.97862041861402	2.33549287416255	1.21106875814598
AT1G24050	4.65818217877634	4.82435758094585	4.84065941162779	5.61017303397796	5.47274966763922	5.07978575283344	5.46747617733274	5.94398898431261	5.56876287577115	4.68159934839486	5.3094976656296	5.14144219230401
AT1G24070	-0.97031697022846	-0.12983872944103	-2.45763231899233	-4.43558662740473	0.177178631058682	-3.04777874688523	3.06537773376139	4.14626528423889	3.09107303561871	-1.88487758148112	1.38228708564149	-1.35186743624518
AT1G24090	1.13204474740122	-0.31041097508285	0.646704340822404	-0.348123786154387	0.604599854793358	0.496541769338582	0.258022811703787	-0.278024528278154	-1.79505899982302	0.726557130601227	0.781894544350726	-2.48937095999512
AT1G24095	-5.0577798114788	0.992151794937581	1.32896404289847	-2.85062412668357	1.9774091186829	0.225239747521187	2.35563360833021	0.992064635089591	1.50611053489755	1.35458835321427	1.60905794748851	-1.35186743624518
AT1G24100	7.85155078152804	7.78656766128769	7.6480143336854	9.50958283671823	9.60972053144694	8.84792275001291	8.67536902897407	8.91861375646858	9.39255818532718	9.63328377427584	9.92202338726681	9.17623144028183
AT1G24120	4.90077290395221	4.56077555884399	4.67782046519284	3.55876680945413	3.29074118988188	4.39792588864056	3.44071510921998	3.1021181805545	3.03421069866303	4.24211362395586	3.7285650419446	3.20550923280407
AT1G24140	2.74312008844151	2.08647917748573	0.349722603065272	6.22708174811282	5.56118078562544	4.67787153405314	4.23255212418767	2.83418497530787	4.28936978133769	5.54603953146387	5.64628041144471	5.5318866605654
AT1G24145	2.97012618509108	3.21732665694536	3.37525769517241	5.92086534281703	6.96620627437276	5.87604391445813	5.8441870576347	6.76572653555778	6.13652275979552	6.65471207778328	6.52553459192623	5.51849728333822
AT1G24147	5.02303771612953	5.72374603564921	5.41888462757267	6.53236007840798	6.85981004418064	6.42321898684591	6.55594786420759	6.57629387275004	6.83273541648631	6.44454504995317	6.39850267168835	6.12165383731223
AT1G24148	5.14556819150096	5.18996619355336	4.66545443198873	4.88408549354227	5.46002740670411	4.5984799331048	5.71351443233226	4.6260344765472	4.76172073312743	5.52733939873534	5.07325094021953	4.89087363048307
AT1G24150	4.12461454192573	4.34875246747972	4.29458104887281	7.23992941667805	6.7480811879413	6.55151424779896	5.09192488837295	5.18718172798578	5.09629074488972	6.47022876220057	7.48009509544153	6.80754524688417
AT1G24160	5.46283886907748	6.35539865579592	5.57027367757755	4.97168113684001	5.46258084992093	5.86411252978166	4.42473825667021	5.38438205786835	4.45557780087856	5.97517476366615	5.5505057651334	5.02632887828893
AT1G24170	4.94362838291401	5.57548872360969	4.95006032967334	3.86362139098255	4.36085678756832	4.17783038713476	4.56545133689603	4.55039200930728	3.53201239834031	4.3524651813213	3.75251073756963	4.33590587005975
AT1G24180	3.97839380107469	3.79950671699519	3.65923143869857	4.01149659880493	3.59066066383548	3.43872111495024	4.78659413057454	4.41258976000687	4.60947437266538	4.2917111502422	4.35517524002425	4.60444271340761
AT1G24190	2.69041303811066	3.43375012048756	3.13332892235027	4.41928175585551	4.2410385730056	4.2711405981298	4.18022066010015	4.59740863580877	4.45015412892353	4.39021226294499	4.79059423930111	4.01842368020358
AT1G24210	1.31725961986813	1.39740827342384	1.19771950962022	1.49515071015816	2.06066462233226	-0.109179291549372	-0.478942782462419	2.07745612632023	2.61675459858154	1.63169794425979	1.80497815746377	1.81805756519713
AT1G24240	2.60755610570638	3.76569200400294	3.21479302297916	-0.0432692046259664	2.49910672594604	2.37848600781687	2.43434558434425	2.7740639828703	2.34010058345862	2.27611429519118	2.30343166493025	2.5374290993486
AT1G24265	1.2090067292161	0.426554619083356	1.15117692368319	0.990678127297371	1.38528682638888	-1.46281624616407	0.823619987558012	1.24922247458672	-2.28048582699326	-0.0104084635649794	1.60905794748851	1.25479013557529
AT1G24267	4.48331680387072	4.17930321049049	4.48488218634691	4.40676371600908	4.53108593047711	4.92376480706554	5.25260253591953	4.7663695910803	5.23521401129078	4.38606658468744	4.91250662176821	5.06981490579262
AT1G24270	1.2090067292161	1.14025043392671	-1.60963541243738	1.23683871456677	0.676749640549193	0.921847604071253	-4.38583337807094	-2.78052486880734	0.351782388506255	1.32023684842349	-4.17230176603615	-0.563371541438894
AT1G24280	4.24828187794954	3.96757377221692	3.83146438342766	5.11323528105402	4.06403147343066	6.10281477630515	4.56545133689603	4.04814055949568	5.74077179356726	5.16315511494068	4.16308858865778	5.47987164443938
AT1G24290	2.53467722578928	-0.757869952054072	1.24280739914876	0.921965377213357	-0.28848494129013	0.793523507095713	0.89956884079131	-4.36548736952849	-1.43248892043831	0.154650782705517	-4.17230176603615	1.66443437608392
AT1G24300	5.04943726411258	4.32573024956387	4.96359098023281	6.1006605882834	4.48661578176285	5.70822151664531	5.3840044655585	4.88954120029024	5.35903577251758	5.63781291877115	5.02982205779431	5.77272388537506
AT1G24310	2.10209152529959	2.62818848025301	2.85706420666395	1.23683871456677	3.02655676801199	2.37848600781687	2.40858248827917	1.51715567983335	3.13229569834522	2.36304993196247	0.781894544350726	1.52855094800215
AT1G24330	-2.73585171659144	1.39740827342384	-3.19459791315854	-0.976155008767429	0.991622977902605	1.14861846591827	0.971718626547146	3.31399272997695	1.66437261881428	1.42093084804296	-0.471862047895057	0.233095064475974
AT1G24340	1.62872071570442	0.992151794937581	1.84979620619992	-0.187659113961141	0.745462390633208	-0.384813734162799	1.04043137663116	1.36243308503471	0.952174929797017	0.559907261191775	0.471554423738576	0.91662139968072
AT1G24350	1.97564319005865	2.04948497000353	1.56028958900493	2.93073558684109	2.61381838482274	2.10872573879476	2.794075711944	2.7943839672499	2.47440167517021	2.32890170955062	2.64787719637904	2.38837328995388
AT1G24360	5.67946753154894	6.54674064661522	5.74105826667659	5.60470309362099	6.5759960220105	6.07029714138003	5.56107289638546	6.5630310057294	6.21856277074062	6.41127387847282	6.30848843505967	6.06137582538813
AT1G24400	1.600431671273	3.49005756138951	1.93468510378643	2.1643262147824	2.88144006015218	2.9597157896617	1.04043137663116	0.278368820246232	1.737436081004	2.18360215640165	2.23708917010155	2.26551654216835
AT1G24440	2.66331937722839	3.21732665694536	2.75182104663662	1.97380430873298	2.43813870865462	2.50681010479241	3.06537773376139	3.13435851755471	2.16577040289631	2.90519934914465	2.51419876114707	2.22212394665497
AT1G24450	3.95624065883613	3.14902064355445	4.24003031447819	2.72428470937366	3.29074118988188	2.68014170767797	2.8902910272033	2.7740639828703	1.50611053489755	2.85808675330653	3.84450652165041	3.10159028134748
AT1G24460	3.32159855559246	4.16207679637989	3.96527342361985	4.09189037865567	4.27048235089808	5.01651492991093	3.63097490961562	5.28735760347349	4.30146792385556	4.82017876473034	5.03958652850985	4.21936808136446
AT1G24470	1.57157680860081	3.32959288919627	2.2757220216215	1.54169329609519	0.363591755289563	0.01111494216834	-4.38583337807094	1.306937972443	0.889439174449054	1.91098170173865	-0.471862047895057	0.233095064475974
AT1G24490	5.44106939505293	4.76283800694779	5.13781166559715	4.07616602636265	4.72646540017584	4.36443823333124	4.9064882547311	5.48782218587518	5.10321846548079	4.33966011168688	4.14511084772872	4.13998566008449
AT1G24510	5.87517308071592	6.11697171461582	6.41088160490313	6.47055236879065	6.16547154728102	6.24760756054964	6.20194413825727	6.14131606826715	6.36553278393209	5.62027233746201	5.60083744068354	6.52017776697714
AT1G24530	3.07664650874213	2.12254843219326	3.34456089794949	4.69627033320407	3.94490647899558	4.31270258877153	1.68025581238683	1.86333132096739	2.97501490615513	3.76218104033195	3.4051270619996	4.02475130017559
AT1G24560	4.41592593814062	4.29445108307601	4.46123091828226	4.07616602636265	4.83686702406492	5.05200737281524	3.85734060540201	5.09599207775766	4.34887079308635	5.39949671069647	4.77314207034176	4.48102257791956
AT1G24580	1.28207019140582	-0.516861852550277	-0.0246729117162259	-4.43558662740473	1.9774091186829	0.01111494216834	0.137728577986075	1.70060182092928	1.28022912748122	-1.14791198731491	1.18525023858193	1.11943828268041
AT1G24575	4.23454182132324	4.26247869333773	3.12130639410105	4.77142769277281	5.00394625635274	4.17783038713476	5.1278942178815	5.50949397812528	5.5712632144228	4.13749023154733	4.04201735476462	3.87869891653697
AT1G24577	1.93090487529337	1.45512377128013	-0.387242991100934	-4.43558662740473	1.04711809049431	1.24990180175546	0.472147617056634	0.843965996100457	-3.01745142115946	0.559907261191775	-1.85037367114879	-0.167442865107755
AT1G24600	-1.35734009333771	-0.12983872944103	-1.97220549182209	1.44705642195711	2.26171214127035	1.09517920695681	1.59144654542898	2.62319731724367	-0.0788519658236075	-1.59537096428614	-0.471862047895057	0.861126287089016
AT1G24610	2.66331937722839	1.75997835280855	2.49656399139454	-0.187659113961141	0.448480652876076	0.724810757011699	1.84298531242494	1.65688044349996	1.17894579164404	1.60340889982836	1.1131004528261	0.233095064475974
AT1G24625	4.27089511584915	4.83526648011278	3.85343478326326	3.27177250467616	3.95219283307407	3.69368823951592	5.00862931653938	5.59016253799988	4.72176662473812	4.01933887982907	4.57924229305295	3.51513043223982
AT1G24706	4.52905997648303	3.44803434649381	4.6487997588246	4.24740795627696	2.75382586356783	4.5195435947002	4.01930808506541	3.97880853838732	3.95600679138804	3.66287384014296	3.7285650419446	3.81440978818199
AT1G24764	6.06698772434367	5.4462565335259	5.66234629066254	5.41147071868661	5.21855455885422	5.13378766099248	4.90187900147851	4.90363930962092	5.21296937393292	5.5064853622414	5.31352754266576	4.91150847628707
AT1G25220	4.44803174244079	4.56733327486615	4.25110672236725	6.83762618244961	7.40433809763287	6.42727910690147	6.38483051484582	7.89396167675719	7.07310212220216	7.23492815716032	7.22697615847282	5.71520018425409
AT1G25230	3.48525200877644	2.08647917748573	3.10918283501856	0.422394367722846	-0.980362645927798	0.793523507095713	0.743449638874028	1.18910148214914	-4.60241392188062	1.13502197595658	-0.0848389247858096	0.233095064475974
AT1G25250	2.79396922993726	2.41205504938824	2.81289662338839	1.17912321671048	1.42772209270928	1.99661537247322	1.63653443495752	2.52933039377945	1.737436081004	2.20258525976922	3.06610297328893	2.68854683220073
AT1G25260	2.59327187970013	3.64688457396291	3.56473549403612	3.09579483311159	4.1802845419265	2.94468758042936	4.10200665575211	4.01389099754277	3.89344110500655	3.27162690419887	3.54879742267104	3.64402816542208
AT1G25275	7.18628665271602	7.66266450897299	7.94814736359299	6.65915087764337	7.25546749353332	7.02144722545316	6.0560733264713	6.86992856607403	6.11953969092077	7.30247449171938	7.3478257842887	6.65986807884191
AT1G25277	1.99750262402239	2.19208936544633	2.81289662338839	1.54169329609519	1.88905324426206	0.921847604071253	0.0064840447078223	2.1102460614379	1.70136682629648	1.63169794425979	2.01752279284387	0.0466819402450928
AT1G25280	3.56060569077981	3.74270036137671	3.57358641161839	4.14561395452023	3.80703766975416	3.69368823951592	4.23255212418767	4.3521890535379	4.29543153412489	3.72327454661193	4.638269868705	4.17454288212086
AT1G25290	1.83703795182914	2.15773786065556	2.23166684154356	1.67293782937344	0.363591755289563	2.37848600781687	1.98920605327599	1.18910148214914	1.46367526857715	1.86406065435116	-0.265411170427631	1.72785975622555
AT1G25320	1.71040451329813	1.75997835280855	2.56916774035138	-0.976155008767429	1.42772209270928	1.81020224824234	0.658560741287516	1.306937972443	0.526869095064346	1.54511025926369	1.25396298866595	1.29722540189569
AT1G25350	4.27537553883182	4.66228167892141	4.49888904434079	4.43169211230494	4.2048940092705	5.04849716417142	4.82605491647507	5.10821838009092	4.49298310091194	4.7050856002984	4.65106547401009	4.45314354534412
AT1G25370	1.4179536194876	2.19208936544633	2.20912427289247	3.82650821796545	4.84079807565484	3.88689500523683	4.01077140311092	5.46581987427356	4.28936978133769	4.13749023154733	4.41641286954611	3.52409129981145
AT1G25375	1.68368717492235	1.51061888387183	1.59547901746723	-0.735146909263634	0.873786487608747	1.34453867589353	-1.57847845601333	0.15807458652852	0.682988296981628	0.617622759048063	0.220015656742611	-0.287737098825466
AT1G25380	4.26189230946819	3.73106566089331	3.48253443149048	4.11516015797852	4.48661578176285	4.88492814052743	4.44388935701512	4.44508426521265	3.85291329842394	4.35670840508864	4.66374858902192	3.74712165838619
AT1G25390	3.52342077044616	2.85951402635946	3.76347140637554	4.38139699585065	2.55760237525619	4.62228732221234	2.96289477616014	2.20436823880245	3.17237313772055	3.62115445001832	4.00262391646453	3.59384240825386
AT1G25400	3.85211327229124	3.83254697875919	3.67576680642487	7.1299915093796	6.62924231557862	5.9361649068957	7.10351286264816	7.42200713016827	7.15539275031661	5.90881603452054	7.27323045299216	6.69004056317892
AT1G25420	3.49296697390444	3.58359832922894	3.37525769517241	2.80281811192035	3.12009753585141	2.1874377148088	2.71219870488959	3.21194145850726	2.19200194446949	3.03795455799642	2.98756957074224	3.08956775309827
AT1G25422	3.38930341473085	4.11808878400256	2.6880451362033	4.14561395452023	4.92467715399278	4.11880281148271	6.33098608325901	7.30472626721007	6.07266099850482	4.60875552129384	4.47515666041877	3.69252668311327
AT1G25425	2.14189253335756	0.827092548667084	1.05332960028505	1.9042633754799	2.26171214127035	1.09517920695681	3.51503342990981	3.24184294422112	3.17237313772055	2.4920918769642	2.51419876114707	2.10756418239212
AT1G25440	7.24343055981963	7.62465582840818	7.41427291866686	5.46377029551838	5.87857472645779	6.67046870133839	4.66673467273322	5.23628341887922	4.12890510914444	6.78243111741565	5.9787147728561	6.14652850595126
AT1G25450	2.44206607560441	2.35255403763958	2.43960810658247	1.58678118562373	2.81904352301432	2.97458906614323	2.71219870488959	2.64573988589476	3.18548863751081	2.18360215640165	3.06610297328893	2.51961782323214
AT1G25470	3.477495565142	2.67751619261657	3.40531492902859	3.27177250467616	2.80301341319537	2.40068175393107	2.18402223026001	1.93829337864861	1.84052957396811	3.02734645843044	2.74656147123845	3.01524943240844
AT1G25480	2.99206873797176	2.12254843219326	2.82776989986992	3.75917022701752	2.59532204120535	2.91415321228125	1.91794737010617	0.843965996100457	1.28022912748122	2.16436593753873	2.67318828490823	3.40302006591829
AT1G25490	5.14556819150096	4.91455538991742	4.92952339867065	5.48178545207211	5.64675028001235	5.63287379887807	5.81261166338142	4.81193216846074	5.608257421905	5.0419125715651	5.34929867368758	5.62853182909891
AT1G25500	0.434073284850875	1.39740827342384	0.174635896507181	2.30588035899642	3.4329398019803	1.55708331127363	5.83937405887256	5.47529055406656	4.48239446592374	2.16436593753873	3.14058118924821	2.30764201784103
AT1G25510	-3.47281731075764	0.736894739695506	1.00179929964496	-4.43558662740473	-0.980362645927798	-1.17330962896909	1.39552633545372	0.389400132634976	-0.901974203739528	0.827840466438408	-0.0848389247858096	1.4175196356134
AT1G25520	6.16441132697753	5.18144212124682	5.72724302391595	6.14843631285281	5.55879616518023	5.18584092987447	6.00970075739137	6.07018289140806	6.10925305168373	5.90737044818627	5.70881219463895	5.89692267515587
AT1G25540	2.57884480906485	2.49694394697475	3.21479302297916	4.16803971758147	3.22006444391186	3.26812556037436	4.75115773400929	4.06496518213704	3.90933873188676	3.13007275998485	1.50012357593535	3.30244311116671
AT1G25550	5.59953863810249	5.43912329258641	5.21337792228612	6.87445805224278	6.43489158812812	5.74988277896853	6.38152347605475	6.27566122788274	6.58926222447181	6.51457837659886	6.30241818049033	6.35674621334161
AT1G25560	5.36323304430043	5.43912329258641	5.52764039526112	7.04166569653323	6.4491245694415	6.40960213218731	6.30678212362364	6.09291924370804	5.5712632144228	6.54557497018441	7.03165793720331	6.96883056474283
AT1G25570	3.00291612020875	3.21732665694536	3.9919290556209	2.89533025070989	3.18338378058539	2.69817563050823	2.32841213959518	0.843965996100457	1.93674488922741	2.55252773082618	2.27064172981258	2.0341909960619
AT1G25580	3.27761054321513	3.20055094419453	2.96863243570977	4.78600049386008	4.2587768502458	4.12548196712034	3.80892347635131	4.41258976000687	3.80272754125572	4.82631137775166	4.5036552669056	4.61286723393562
AT1G25682	3.86406112559569	3.83254697875919	4.10002283573309	4.95458232879546	4.87186673344538	5.26056028325418	4.82605491647507	5.19101868514344	4.77045113823197	4.74771378219779	4.94404219520132	4.74137004263179
AT1G26090	4.14923450869873	3.63444747072469	3.62558104925665	3.62510930428283	2.70290192840516	3.28014808862358	3.08177217201206	3.34187176255239	3.03421069866303	3.17881709383627	2.81638292073602	0.803410789232729
AT1G26100	2.69041303811066	2.67751619261657	2.31847166908083	2.40990342353965	2.59532204120535	0.122146254557084	0.258022811703787	0.67890674982996	-1.43248892043831	2.67990703730241	0.0756257474074365	0.91662139968072
AT1G26110	6.76995983732816	6.74487146041834	6.87373253150312	6.70332509073802	6.38730411178988	6.66474825355459	6.46044053327897	6.30428351899702	6.71895051015883	6.35723793162822	6.8298100104437	6.66595326905547
AT1G26120	0.824863237883042	1.51061888387183	1.62983052225801	1.54169329609519	1.62297838410821	1.2979960899565	2.71219870488959	1.12636572680118	1.5874106369994	2.00047985257776	2.30343166493025	2.15448522977961
AT1G26130	3.55324498582855	2.38261127149576	2.45884432544538	4.93291983410297	3.17094667734717	4.25904245561193	3.81873776617827	3.62886606733036	4.68990771092142	3.94801243268362	3.78770016603193	4.36612048310676
AT1G26150	3.76558742856744	3.31407988982494	2.62131902240249	0.608807491953727	1.249934973494	3.4913800642228	1.4968096712909	-0.278024528278154	0.823850832821478	2.99504596652713	0.685679229091423	1.4175196356134
AT1G26160	2.37684841615792	3.16640272178268	3.07218862753636	3.12665579681635	3.29074118988188	2.75096304486767	3.36235947151852	3.60605618442228	3.11868526682656	3.21666044498094	2.64787719637904	2.75094336933859
AT1G26170	3.83400389173951	2.70156166658323	3.77886029938897	4.06026839948244	2.85057909644742	3.21900779380967	2.57995090659115	1.74303708724968	3.82803862978491	3.23521626400919	1.75843557152674	3.28145808603737
AT1G26180	3.11714587102188	2.94256976608702	3.43475870692107	2.45923113590322	2.35262063746856	2.30977325773286	2.45965667287344	1.306937972443	1.01229592223459	1.79068746802094	2.48590971671565	1.95688526989445
AT1G26190	2.48911464840884	2.96260751932357	2.51506033501193	1.49515071015816	1.76214113177984	1.34453867589353	-0.478942782462419	0.0268300532502672	0.152473580282848	2.91674097102734	2.45705485404346	1.02159095928226
AT1G26200	-1.35734009333771	-1.04737656924906	0.505841804982554	2.40990342353965	1.04711809049431	-0.545278406356045	0.472147617056634	0.763795647416473	-2.28048582699326	1.35458835321427	1.38228708564149	2.10756418239212
AT1G26208	2.29094834275228	1.93244554881331	2.04061854853549	-4.43558662740473	0.0740851380945781	0.122146254557084	0.472147617056634	-2.78052486880734	-1.43248892043831	-0.53124062686642	-4.17230176603615	-3.22633655416132
AT1G26210	3.93939966945882	4.60606566935487	4.28921786410572	2.007356868444	1.29647755943103	2.4225411878948	-0.298370536820598	-1.19556236808618	-0.21009649910186	0.778087431241309	0.956981250908817	1.02159095928226
AT1G26220	4.82944080398959	4.55418789880923	3.9585318457408	2.84053777786951	3.53351675673188	3.72920252612886	1.72269107870723	1.61179255397142	2.59725842295574	3.8000658003368	3.15861511207847	2.7811579823856
AT1G26230	2.78142397661814	2.60287739172382	3.08462573077459	1.39730338676002	0.448480652876076	1.14861846591827	0.568362932315937	1.78425974997619	1.12550653268258	2.14486976191293	-0.0848389247858096	0.474103163979769
AT1G26260	2.14189253335756	2.41205504938824	2.84249140557668	2.76408571743164	2.68551985017693	2.83486430247661	2.08990005289546	1.36243308503471	1.87331950908578	2.87000992068235	2.96724958636264	2.950252177562
AT1G26270	6.5011191696679	6.70825286918219	6.86564766889499	7.8285627123186	6.6882496429325	7.68382313779056	6.69565006002274	6.87589999447044	7.1071007388261	7.27303071382689	7.68839726657584	7.37759881835971
AT1G26300	2.06116126124471	2.62818848025301	2.95514920634614	2.94811766506933	2.66792579016219	2.92950117661469	2.75371797432786	2.60029691513359	2.69220682701101	3.44105244396374	3.06610297328893	2.92341056534336
AT1G26290	2.93657362538006	3.02110316863371	3.64250435229312	3.84518414272588	4.2762996774934	4.62228732221234	2.99787091440311	3.52325587936977	4.14913013720848	4.36093918536666	3.34339807224789	3.94024500420662
AT1G26340	3.96735975079971	4.11808878400256	3.57358641161839	2.70396472499407	3.9809757337031	4.26510420839913	3.98485402873628	4.372604890092	4.53969313542193	4.1954958349829	4.4679431701862	4.09859402888756
AT1G26370	1.68368717492235	2.08647917748573	2.2757220216215	2.78358189305743	1.34156544895956	2.7681381886758	1.91794737010617	1.74303708724968	2.45286851362057	2.42901319434082	2.20273766531078	2.17738563188969
AT1G26380	-2.73585171659144	-1.04737656924906	0.264833705478759	3.64656241394915	2.21401539923905	3.16815865231392	0.743449638874028	0.0268300532502672	1.28022912748122	2.42901319434082	1.38228708564149	2.15448522977961
AT1G26410	-0.103583501091925	-0.757869952054072	-3.19459791315854	2.8590341214869	1.72858857206881	0.793523507095713	-2.80087087734978	-4.36548736952849	-0.901974203739528	0.154650782705517	2.16754823684848	1.4175196356134
AT1G26420	0.15167355415015	-0.757869952054072	0.835149430235514	4.77142769277281	3.72433909906745	2.98931057184999	0.658560741287516	2.40269695524843	2.63599081744446	3.51884460456989	3.97235647679573	3.02790473321446
AT1G26440	5.94854626704613	5.15556348942122	5.67061983328506	6.36288517369689	6.09973740340307	6.1510755117138	6.00110686725337	5.62177664254405	5.97217960545699	6.31751837194383	6.69729207720463	6.0948399413129
AT1G26460	3.92235976616036	3.28254431639184	3.53785219988518	3.2154650637742	3.37989356761866	2.23762347197702	2.87155446462171	2.07745612632023	3.24933511953544	3.19786284952682	3.43502854771346	2.8540368623027
AT1G26470	5.16983613193542	4.79671889962357	5.04221356809087	5.35720366689634	5.38394040068137	5.19221749292214	5.17831611191479	5.47843368176054	5.5812214595926	5.10380710529104	4.66374858902192	5.23172822871207
AT1G26500	0.368484943223298	-0.757869952054072	0.349722603065272	-0.187659113961141	-0.593339522818551	0.85911184872329	-1.57847845601333	-0.278024528278154	-3.01745142115946	0.154650782705517	0.220015656742611	0.546252949735604
AT1G26520	1.48137899962923	1.75997835280855	-0.531632900436109	-1.62823170534712	0.676749640549193	1.47578320917178	-0.685393659929846	-2.04355927464113	1.07001142009088	1.28504741996119	-0.471862047895057	-1.11085933674139
AT1G26550	5.876648229148	6.34970379955566	5.69920920559607	5.25964166409102	6.26683457388294	5.70376531220387	5.39388597707247	6.48391773141927	5.61069029776129	5.84983203874472	5.9401377407454	5.10009293296098
AT1G26558	-0.302892309315331	-0.516861852550277	-4.77956041387969	-0.976155008767429	0.528651001560059	0.225239747521187	1.1687554736067	-1.55813244747089	-0.514951080630281	0.302749421694651	-2.58733926531499	0.0466819402450928
AT1G26560	3.2686496756435	4.1001110430735	2.73613942440435	0.921965377213357	2.35262063746856	2.75096304486767	1.80399118080908	2.48000268141588	1.99749892030651	1.79068746802094	1.71034128332569	1.63164444096625
AT1G26570	1.09196730802588	0.0306259427522165	-1.3201287952424	0.773866738224223	0.933907480046318	0.85911184872329	-1.21590837662863	0.919914849333755	0.682988296981628	1.05372187385474	1.25396298866595	0.614965699819619
AT1G26580	5.16501509138931	4.86750681711299	5.155604635724	5.1209194272672	4.739157813779	4.71819793394005	3.94955697662299	4.58579734543848	4.31346545695515	4.57273130154936	4.83612685603443	4.77928799503256
AT1G26600	2.08177154091999	1.45512377128013	1.44925827661619	-1.26566162596241	1.50902219481113	1.63404529308852	1.4470566360938	0.15807458652852	-0.695523326272102	2.10506875385496	2.09448477465875	0.680554041447195
AT1G26620	2.3600727034071	2.57711429565874	2.75182104663662	3.20103799313892	2.39601323298194	2.78511126727951	2.38235094670599	3.27113725101516	2.94448053800702	3.18837140054952	2.45705485404346	2.5895803813997
AT1G26630	9.09980397424836	9.45655956359244	9.12140070947002	8.87346333511042	9.66078595148343	9.11932573549471	9.25542813720056	9.70974105815599	9.43126717233307	9.2390282580094	9.37615894190975	9.36214385866844
AT1G26640	2.29094834275228	1.66534147867047	2.25386258765776	2.6624454555558	1.72858857206881	1.81020224824234	2.27237810468086	0.67890674982996	2.29240384142732	0.437050513406242	2.05651692445973	1.78861378730465
AT1G26650	3.38101204109946	3.93751653836074	4.03742320937569	4.10744519285051	3.79897789996021	3.76386353357547	2.90878737082069	3.1021181805545	3.75952985185462	4.1226169550658	3.70421518052885	3.83615937157244
AT1G26660	2.53467722578928	1.75997835280855	1.59547901746723	2.74432246261021	2.4587489883299	1.20014876655836	2.62539387735232	2.91063703574574	3.44743462756994	1.93388210384873	2.05651692445973	2.44608878781017
AT1G26665	3.46185644136441	3.32959288919627	3.57358641161839	2.61969580809646	3.59996840606171	3.4810009184428	3.90418546886168	4.19293334374017	3.23678986621632	3.35033888021291	3.66690202206079	3.80708644737613
AT1G26670	3.66673404164115	3.78832297850251	4.56251425411944	4.80996607885096	4.1802845419265	4.2711405981298	5.30241693106224	5.0628728031758	4.50872174835409	4.37773931746483	4.08979307933403	4.50837306606451
AT1G26690	3.89932223008349	4.3411191425773	3.91043755753975	5.2491619930169	5.49786248693758	4.93140824237935	5.09999593063097	5.36413337402455	5.47038861266359	5.20140610560395	5.07799665187018	5.16454891312431
AT1G26730	2.27313706663582	1.80506624233709	1.75959839722834	1.17912321671048	0.363591755289563	0.724810757011699	3.73828793375825	3.22696966773959	2.63599081744446	1.09494453658125	0.582585736127319	0.546252949735604
AT1G26740	2.74312008844151	3.67144167820689	3.16880681770498	3.04822914985953	3.34710363250099	3.03259466957879	3.04879484956579	2.71132822752234	3.38057965281369	3.00589334876412	2.45705485404346	2.72008240563383
AT1G26750	3.29536701401928	3.46217852881408	2.6880451362033	3.37819456381231	3.4433189477603	2.78511126727951	3.44071510921998	3.51102957703651	3.65968092348956	3.60697551484855	3.79924178791462	3.0528870897718
AT1G26761	4.92948420059374	4.82435758094585	5.05491063610453	3.58122166028183	3.79897789996021	3.88689500523683	3.76898473098117	3.1021181805545	3.33422401712195	4.26937796369531	3.02737057880022	2.97660350450895
AT1G26762	0.434073284850875	-4.21730157069137	-2.45763231899233	-2.85062412668357	1.15208765009585	-2.31081315271902	4.9562412899282	5.20246870588697	4.51911959545941	0.673117871639766	1.1131004528261	1.45548748581242
