	mock_1	mock_2	mock_3	SUPP1331_1	SUPP1331_2	SUPP1331_3	DC3000_1	DC3000_2	DC3000_3	delta_1	delta_2	delta_3
AT1G02290	1.51207579685215	-0.12983872944103	1.62983052225801	-0.528696031796208	-0.0369461742941656	1.81020224824234	2.40858248827917	1.65688044349996	0.952174929797017	1.54511025926369	-1.85037367114879	0.861126287089016
AT1G02300	4.44803174244079	4.1963263583328	4.7262511400399	3.83587640049965	3.17094667734717	3.91800553777686	3.14554808244537	2.87291736979659	3.04863776929831	4.00318913983574	3.54879742267104	3.64402816542208
AT1G02305	5.21484997349757	6.11697171461582	5.94921043566297	4.98015514088536	5.81004851267141	4.83690056963313	5.29540503370687	5.24369136861349	5.02876313382336	5.69924978460549	5.5775676613607	5.32953071589052
AT1G02330	3.2686496756435	3.63444747072469	3.36509782895219	2.61969580809646	3.13297882714815	3.00388337293726	2.77403795870745	3.64013717966538	3.469048440676	2.85808675330653	3.0850860766565	2.28673302807805
AT1G02335	1.09196730802588	1.97252298818865	-0.255998457822681	-0.348123786154387	2.2380608732057	2.1874377148088	0.0064840447078223	1.78425974997619	1.50611053489755	2.04322950003709	1.18525023858193	0.743289796795158
AT1G02360	2.70377142096568	1.56405814283329	1.41026414500032	3.70907161542716	2.3744800714323	1.90641756350165	1.95401662481369	1.74303708724968	2.88140185538364	2.78440120517351	3.62859813388416	3.01524943240844
AT1G02370	1.99750262402239	0.426554619083356	-0.13570422410497	1.63050256305305	-3.09583986334773	0.01111494216834	-0.298370536820598	1.46740264463625	1.32832341568227	0.230599635938815	-1.36494684397855	-0.563371541438894
AT1G02390	1.2460009366983	2.22564192515736	-1.60963541243738	2.43477809217868	3.30219121062542	1.5170058718983	1.1687554736067	1.97436263335613	2.1118315957855	2.20258525976922	2.98756957074224	3.42232062187722
AT1G02400	1.90800447318329	3.25030397939163	1.41026414500032	3.58122166028183	2.98453355311629	3.5119169952255	3.06537773376139	3.39606386291599	4.07354311106113	3.22596818720717	3.98251634301595	3.30244311116671
AT1G02405	0.775110202685942	1.33728728098627	1.62983052225801	2.78358189305743	3.01268459343044	1.87505339259231	4.01930808506541	3.83908377472071	3.60215722236858	2.71998447667774	2.05651692445973	2.96348800471869
AT1G02410	1.78771023946558	1.06810064817088	1.41026414500032	0.69369638954024	0.363591755289563	2.71598690662469	2.73310769465257	2.1102460614379	2.43100907965683	1.54511025926369	1.93622269074202	2.05906566470093
